,Country,Year,GHG Engery,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,CO2-GDP logged,CO2-GDP PPP logged,CO2-POP logged,Socioeconomic Measures
5250,Panama,2004,0.0,0.0,5.327288981,0.0,5.253510603,0.0,8.408657107,0.538924082,50.322,0.213,0.115,1.597,-0.6716203965612623,-0.9393021596463883,0.20330491613848292,4.092382359930832
5251,Paraguay,2004,4.301445245,1.4696818,4.299975563,0.0,3.830092231,0.0,0.0,0.046363989,22.388,0.168,0.079,0.695,-0.7746907182741372,-1.1023729087095586,-0.15801519540988615,3.464921177606418
5252,Peru,2004,31.62837474,1536.10384,30.0922709,3.422660046,23.35444074,2.288926169,0.248918269,1.368038076,49.35,0.28,0.151,1.031,-0.5528419686577808,-0.8210230527068306,0.013258665283516512,4.139393643918905
5253,Suriname,2004,0.0,0.0,1.390719053,0.0,1.375872154,0.006367925,0.0,0.098855799,58.409,0.38,0.202,2.671,-0.42021640338318983,-0.6946486305533762,0.4266738880213728,4.8118088540848065
5254,Trinidad and Tobago,2004,22.00457227,6284.919943,15.71965233,0.0,2.717149313,12.99601415,2.247897133,0.947103445,27.101,0.83,0.552,11.496,-0.08092190762392612,-0.2580609222708011,1.0605467551261694,6.221563925231442
5255,Uruguay,2004,5.383109008,6.9558513,5.376153157,0.010414788,5.049847705,0.191856981,1.062876932,0.127191959,42.69,0.152,0.117,1.567,-0.8181564120552275,-0.9318141382538383,0.1950689964685901,3.945098446159524
5256,Venezuela,2004,345.0018746,210623.8076,134.378067,0.0,82.41939408,51.80081807,2.234901556,1.957594234,52.292,0.246,0.244,5.068,-0.6090648928966209,-0.6126101736612706,0.7048366062114036,4.983161539653512
5257,Other Non-OECD Americas,2004,0.0,0.0,18.17228204,3.567376117,13.20058964,1.370296724,0.7237075,1.865126571,104.015,0.12,0.107,3.256,-0.9208187539523752,-0.9706162223147904,0.5126843962171636,4.121249419949998
5258,Bahrain,2004,21.06862845,3207.053122,17.86157533,0.0,3.113949098,14.74762623,0.0,1.623150029,45.752,0.956,0.475,21.35,-0.019542107723899943,-0.3233063903751334,1.3293978793610426,6.486549381262009
5259,Iran,2004,517.5847912,128366.6195,389.2181717,3.753953338,208.623459,176.8087244,2.903011,2.49690881,59.236,1.169,0.431,5.587,0.06781451116184012,-0.3655227298392684,0.7471786713601644,5.949470452682736
5260,Iraq,2004,113.951595,39943.41405,74.00818099,0.0,72.08491934,1.920494239,0.35159712,1.84318432,64.693,0.732,0.352,2.628,-0.13548891894160814,-0.453457336521869,0.41962536088774316,5.330679105424266
5261,Jordan,2004,17.70992575,367.877775,17.34204797,0.0,14.53614676,2.804831272,0.150746277,0.6170327,66.026,0.753,0.331,3.107,-0.12320502379929942,-0.48017200622428124,0.49234125325497446,5.388964223231394
5262,Kuwait,2004,82.47307472,25372.13685,57.10093787,0.0,36.16755161,20.93338626,2.530495086,1.70600839,57.277,0.69,0.436,26.359,-0.16115090926274472,-0.36051351073141397,1.4209289300980017,6.399264510103843
5263,Lebanon,2004,15.49524728,7.3545275,15.48789275,0.52746888,14.91618017,0.0,0.0,0.405653096,68.986,0.491,0.249,3.336,-0.3089185078770315,-0.6038006529042637,0.5232260419657011,5.110506881184406
5264,Oman,2004,44.41456908,19156.70534,25.25786374,0.0,11.11431325,14.1435505,0.121347851,0.609080003,68.171,0.535,0.275,10.171,-0.27164621797877153,-0.5606673061697374,1.0073636543122784,5.675050130163769
5265,Qatar,2004,50.82387749,19828.80715,30.99507034,0.0,5.655738733,25.33889899,0.0,1.077848163,44.223,0.661,0.448,39.675,-0.17979854051435976,-0.348721986001856,1.5985169354268858,6.56999640891067
5266,Saudi Arabia,2004,349.4717261,65025.37953,284.4463466,0.0,192.1572971,92.28788118,7.078616846,5.794231438,55.233,0.667,0.283,11.922,-0.17587416608345102,-0.5482135644757098,1.0763491174934587,5.852261386934298
5267,Syria,2004,81.45330299,38638.67898,42.81462401,0.011702395,33.637085,9.165154032,3.555051155,0.369912361,58.691,1.387,1.614,2.35,0.14207646107328487,0.20790353038605164,0.37106786227173627,6.221047853731073
5268,United Arab Emirates,2004,132.7750668,27035.01403,105.7400527,0.501567281,27.23168684,78.00188096,34.19213313,10.8900936,60.04,0.439,0.262,26.324,-0.35753547975787864,-0.5816987086802545,1.4203518821279584,5.981117693689825
5269,Yemen,2004,39.78418966,21721.1064,18.06308326,0.0,18.05628534,0.0,0.404189743,0.325267874,68.925,0.37,0.229,0.861,-0.431798275933005,-0.640164517660112,-0.06499684854634524,4.3630403578605375
5270,Canada,2005,581.8305076,42733.74093,539.0967667,111.9478058,257.434439,167.3581262,2.860404796,10.01060812,47.024,0.402,0.393,16.489,-0.3957739469155299,-0.4056074496245733,1.2171943180065046,5.915812921466402
5271,Chile,2005,57.11961709,978.4757875,56.1411413,10.31026862,34.07309463,10.57885148,3.329762835,1.065092596,45.834,0.33,0.197,3.343,-0.4814860601221125,-0.7055337738384071,0.5241363765925685,4.837116542632049
5272,Colombia,2005,71.74293987,16881.25168,54.8616882,11.11127068,28.45542864,14.42455609,1.149801791,1.847018773,46.705,0.284,0.132,1.279,-0.5466816599529624,-0.8794260687941501,0.10687054447865389,4.1807628157315415
5273,Costa Rica,2005,0.0,0.0,5.690725443,0.005002131,5.549550789,0.0,0.357820336,0.57384325,33.626,0.148,0.101,1.294,-0.8297382846050426,-0.9956786262173574,0.11193427633268159,3.7865173655102815
5274,Mexico,2005,473.4745334,53897.3811,419.5771523,48.3157277,259.4612549,109.2805228,2.731957259,8.602329688,54.54,0.439,0.23,3.854,-0.35753547975787864,-0.638272163982407,0.5859117103194341,5.090104066579149
5275,United States of America,2005,6014.383616,233217.6483,5781.165968,2190.042988,2370.97952,1182.500157,82.61849053,68.89618462,58.769,0.366,0.366,19.268,-0.43651891460558934,-0.43651891460558934,1.2848366376423965,5.911798808431218
5276,Australia,2005,405.3162358,36832.37533,368.4838605,207.7949439,111.5063387,47.7597773,2.764876349,8.161188823,76.66,0.388,0.43,18.052,-0.41116827440579273,-0.36653154442041347,1.2565253248481083,5.978825506021902
5277,Israel,2005,59.52952983,182.88086,59.34664897,29.67020042,26.50925746,3.164115315,0.814807909,3.23652191,76.126,0.288,0.29,8.447,-0.5406075122407692,-0.5376020021010439,0.9267024941826449,5.348492979840832
5278,Japan,2005,1197.962055,3951.52625,1194.010529,404.1205242,611.034081,169.7030131,20.04766285,21.58457199,54.391,0.28,0.239,9.262,-0.5528419686577808,-0.6216020990518624,0.9667047766578746,5.292260708948231
5279,Korea,2005,465.3654958,3816.563425,461.5489324,201.18479,187.6884649,64.29033337,33.59360854,7.321181855,51.982,0.448,0.34,9.498,-0.348721986001856,-0.46852108295774486,0.9776321652459995,5.660389096286399
5280,New Zealand,2005,35.0935305,865.5817,34.2279488,8.981988554,18.21290253,6.888557171,1.001504519,2.227225096,48.227,0.235,0.242,8.111,-0.6289321377282637,-0.6161846340195687,0.9090744014009043,5.163957629653072
5281,Austria,2005,0.0,0.0,75.93787695,16.43563241,38.3573808,18.27151768,0.074633028,1.909501297,52.911,0.219,0.194,9.051,-0.6595558851598816,-0.712198270069774,0.9566965648946508,5.084942409664995
5282,Belgium,2005,0.0,0.0,109.0355463,20.74610027,53.41235197,32.33966164,24.65391011,3.469573383,44.369,0.268,0.238,10.309,-0.5718652059712112,-0.623423042943488,1.0132165396244406,5.317928290709741
5283,Czechia,2005,0.0,0.0,121.8493432,80.51922991,21.95660526,17.90911968,0.0,0.946945984,63.483,0.786,0.413,11.752,-0.10457745396059209,-0.384049948343599,1.0701117827822002,6.081484380478009
5284,Denmark,2005,52.37198221,2985.903237,49.38607897,14.7493939,22.11502417,10.52784509,2.434440719,2.557989309,61.308,0.172,0.187,8.945,-0.7644715530924511,-0.7281583934635011,0.9515803449033918,4.958950398347439
5285,Estonia,2005,16.72715166,53.3793485,16.67377232,11.71032495,3.222055836,1.604931301,0.380441712,0.1513942,72.036,0.828,0.493,12.073,-0.08196966321511988,-0.30715308072277,1.0818152006322799,6.19269245669439
5286,Finland,2005,0.0,0.0,56.31739616,20.89151459,25.59228286,8.375168941,1.606700357,1.251321489,38.139,0.246,0.248,10.469,-0.6090648928966209,-0.6055483191737837,1.019905199804614,5.3052919877342095
5287,France,2005,380.6974522,2289.7106,378.4077416,56.17999689,223.4524841,91.68426091,8.254966239,16.26717936,32.575,0.167,0.15,5.884,-0.7772835288524167,-0.8239087409443188,0.7696726640554925,4.668480394258757
5288,Germany,2005,804.623576,8276.204475,796.3473715,336.1657307,281.1142619,169.0186855,7.930257875,22.38850893,55.454,0.27,0.233,9.675,-0.5686362358410126,-0.632644078973981,0.985650973690949,5.284370658875956
5289,Greece,2005,0.0,0.0,96.3219326,38.72490947,51.9433774,5.223341614,9.152997361,2.327396566,74.983,0.39,0.264,8.661,-0.4089353929735008,-0.5783960731301689,0.937568038600383,5.4502365724967134
5290,Hungary,2005,0.0,0.0,55.62913448,12.67407223,15.54641878,26.69115523,0.0,0.802444351,46.592,0.481,0.228,5.425,-0.31785492362616824,-0.6420651529995461,0.7343997425205671,5.2744796658948525
5291,Iceland,2005,0.0,0.0,2.232449968,0.418225917,1.813355499,0.0,0.201905094,0.399685131,16.316,0.152,0.164,7.449,-0.8181564120552275,-0.7851561519523022,0.8720979742742268,4.768785410266697
5292,Ireland,2005,0.0,0.0,44.91845563,11.24161828,25.64587162,8.011577704,0.327603755,2.376588572,72.414,0.213,0.191,10.65,-0.6716203965612623,-0.7189666327522725,1.0273496077747566,5.136762578461222
5293,Italy,2005,468.1644307,6315.5615,461.8488692,64.11589781,230.4726623,162.779914,7.235351353,8.97139099,58.494,0.237,0.194,7.847,-0.6252516539898961,-0.712198270069774,0.89470365260923,5.05725372854956
5294,Latvia,2005,0.0,0.0,8.040077316,0.33576521,4.14797451,3.184215397,0.822803205,0.175246412,39.981,0.322,0.177,3.386,-0.4921441283041691,-0.7520267336381934,0.5296869537729164,4.785516091830554
5295,Lithuania,2005,0.0,0.0,12.82691537,0.76968084,7.248799311,4.571518429,0.456203926,0.138352557,33.534,0.384,0.19,3.745,-0.4156687756324692,-0.721246399047171,0.5734518220354853,4.936536647355845
5296,Luxembourg,2005,0.0,0.0,11.66732522,0.313898353,8.403358881,2.766783478,0.0,1.293143945,62.582,0.244,0.239,24.664,-0.6126101736612706,-0.6216020990518624,1.3920635117184519,5.6578512390053195
5297,Netherlands,2005,170.3083312,313.3559388,169.9949753,31.17137762,57.13979554,78.60246337,49.22182171,10.79149495,50.41,0.245,0.22,10.328,-0.6108339156354675,-0.6575773191777937,1.0140162292583639,5.245604994445102
5298,Norway,2005,37.07181547,1876.617992,35.19519748,2.90072784,22.29614279,9.26483221,2.185514593,1.054553461,28.239,0.102,0.125,7.473,-0.9913998282380825,-0.9030899869919435,0.873494982256169,4.479005167026143
5299,Poland,2005,303.0808683,1341.102618,301.7397657,218.7980923,57.60888779,23.22129303,1.02252453,0.956169447,76.795,0.908,0.425,7.763,-0.04191415147891488,-0.37161106994968846,0.8900295861634169,5.976504364734813
5300,Portugal,2005,0.0,0.0,62.52823561,13.4501963,39.20098603,8.69123156,1.837985785,2.176745857,55.412,0.304,0.197,5.845,-0.5171264163912462,-0.7055337738384071,0.7667845154978589,5.044124325268205
5301,Slovakia,2005,0.0,0.0,37.53332207,16.08721967,8.493221456,12.63950876,0.0,0.116830942,47.265,0.607,0.331,6.917,-0.21681130892474243,-0.48017200622428124,0.839917775678681,5.642934460529657
5302,Slovenia,2005,15.85261531,48.8532441,15.80376206,6.284994199,7.351576325,1.887708066,0.068111874,0.067638935,48.945,0.401,0.265,7.711,-0.39685562737981767,-0.5767541260631921,0.8871107031248837,5.413500949681874
5303,Spain,2005,0.0,0.0,337.9185906,82.349251,186.9083768,66.91516865,25.2654385,9.275766495,56.362,0.292,0.216,7.643,-0.5346171485515817,-0.6655462488490691,0.883263859584974,5.183100462184323
5304,Sweden,2005,50.38232126,41.4103175,50.34091094,10.08472617,35.65304302,1.734602846,6.18556695,1.887742891,22.585,0.117,0.123,5.401,-0.9318141382538383,-0.9100948885606021,0.7324741772811935,4.390565150466753
5305,Switzerland,2005,0.0,0.0,44.92135759,0.613463995,34.04250756,6.531850737,0.031566491,3.517227896,40.733,0.078,0.1,5.877,-1.1079053973095196,-1.0,0.7691556907143988,4.161250293404879
5306,Turkey,2005,0.0,0.0,220.0177574,89.71898289,75.91715774,52.42651799,3.342259026,3.246671858,61.391,0.411,0.176,3.155,-0.38615817812393083,-0.7544873321858502,0.49899936358015307,4.858353853270372
5307,United Kingdom,2005,549.8819628,13130.32728,536.7516355,150.9623454,184.5248449,197.6775446,6.409954258,36.0146983,56.98,0.204,0.216,8.8,-0.6903698325741012,-0.6655462488490691,0.9444826721501687,5.088566590726998
5308,Albania,2005,0.0,0.0,3.980465574,0.054054683,3.824401029,0.021125477,0.0,0.175246412,42.23,0.477,0.162,1.275,-0.3214816209598861,-0.790484985457369,0.10551018476997394,4.493543578352719
5309,Armenia,2005,0.0,0.0,4.163359083,0.0,1.007023725,3.155117781,0.0,0.135277869,39.259,0.587,0.212,1.355,-0.23136189875238555,-0.6736641390712486,0.13193929521042452,4.726913257386791
5310,Azerbaijan,2005,33.88230118,4697.209765,29.18509142,0.0,11.99871296,17.17729814,0.0,1.109894544,51.612,1.293,0.476,3.458,0.11159852488039401,-0.32239304727950685,0.5388249889379038,5.828030466538791
5311,Belarus,2005,0.0,0.0,55.75543703,2.524161758,15.94968539,36.8290589,0.0,0.0,48.949,1.464,0.483,5.691,0.16554107672237306,-0.31605286924848786,0.755188585608325,6.10467679308221
5312,Bosnia and Herz.,2005,0.0,0.0,16.05898854,12.03256891,3.258931124,0.701351087,0.0,0.01537254,75.149,1.236,0.487,3.873,0.09201847075279702,-0.3124710387853657,0.5880474969860827,5.867594928953514
5313,Bulgaria,2005,0.0,0.0,47.00172893,28.6500538,12.10446928,5.662203618,0.34723264,0.564203515,55.632,1.157,0.445,6.054,0.06333335895174956,-0.3516399890190684,0.7820424166205542,5.993735786553235
5314,Croatia,2005,0.0,0.0,20.54159347,2.76409518,12.7601992,4.554328198,0.079257737,0.257737606,48.817,0.405,0.207,4.62,-0.3925449767853314,-0.6840296545430823,0.6646419755561255,5.088067344227712
5315,Cyprus,2005,0.0,0.0,7.183016824,0.142363281,7.018927111,0.0,0.920012307,0.917566567,75.85,0.376,0.276,9.703,-0.42481215507233894,-0.5590909179347823,0.9869060313807211,5.5030029583735995
5316,Georgia,2005,0.0,0.0,4.24428972,0.038698813,2.141990893,1.936592018,0.0,0.113756553,34.183,0.447,0.149,1.042,-0.34969247686806354,-0.826813731587726,0.017867718963505686,4.341361510507716
5317,Gibraltar,2005,0.0,0.0,0.412356663,0.0,0.412356663,0.0,12.67439627,0.018446928,64.586,0.392,0.455,13.988,-0.4067139329795427,-0.34198860334288755,1.145755623637207,5.897053087314777
5318,Kazakhstan,2005,215.9572066,57976.56935,157.9806373,103.2349474,26.00609936,28.73790142,0.0,0.491920069,73.652,1.449,0.656,10.359,0.1610683854711746,-0.1830961606243397,1.0153178330691166,6.493290057915951
5319,Kosovo,2005,0.0,0.0,6.759133436,5.271699786,1.41788543,0.0,0.0,0.0,81.488,1.657,0.623,3.893,0.21932250841933676,-0.2055119533408304,0.5902844037181619,6.104094958796669
5320,Kyrgyzstan,2005,0.0,0.0,4.949349703,2.237936211,1.473665091,1.237220549,0.0,0.38738698,45.396,1.146,0.305,0.947,0.05918461763137114,-0.5157001606532142,-0.0236500209967266,5.01983443598143
5321,Malta,2005,0.0,0.0,2.645384126,0.0,2.645384126,0.0,2.112632881,0.264406962,73.903,0.359,0.239,6.501,-0.44490555142168087,-0.6216020990518624,0.8129801660394804,5.246472515565937
5322,Moldova,2005,0.0,0.0,7.899149993,0.454730186,1.948664348,5.473914724,0.0,0.036893856,52.945,1.418,0.419,2.704,0.1516762308470477,-0.3777859770337047,0.43200668726959834,5.705896941082941
5323,Montenegro,2005,0.0,0.0,2.076191265,1.217461555,0.806833276,0.0,0.0,0.039968543,46.881,0.651,0.26,3.265,-0.18641901143180803,-0.585026652029182,0.5138831856110927,5.2424375221501025
5324,North Macedonia,2005,0.0,0.0,9.01748023,6.177778504,2.619170413,0.147385002,0.0,0.018737303,72.78,1.211,0.424,4.36,0.08314414314305227,-0.37263414340726736,0.6394864892685861,5.849996489004371
5325,Romania,2005,102.040743,9085.338375,92.95540467,34.9996884,27.63232974,28.76027666,0.0,0.376663741,56.605,0.677,0.281,4.285,-0.16941133131485567,-0.5512936800949201,0.631950826259217,5.411245814849441
5326,Russia,2005,2018.652607,527321.9343,1491.330673,416.167288,298.7873936,754.7454466,0.0,15.42784085,54.307,1.421,0.549,10.325,0.15259407792746976,-0.26042765554990804,1.0138900603284386,6.406056482706
5327,Serbia,2005,0.0,0.0,50.27752889,34.29256451,11.72409734,3.968815846,0.0,0.147576021,73.815,1.51,0.565,6.652,0.17897694729316943,-0.2479515521805615,0.8229522405474816,6.25397763566009
5328,Tajikistan,2005,0.0,0.0,2.367889856,0.179606035,0.91692318,1.27136064,0.0,0.033819467,23.959,0.577,0.179,0.339,-0.2388241868442686,-0.7471469690201068,-0.4698003017969178,4.044228542338707
5329,Turkmenistan,2005,139.1422081,90739.77353,48.40243462,0.0,14.81518468,33.58515944,0.0,1.352779891,64.046,2.433,1.144,9.856,0.38614210893081846,0.05842602445700536,0.9937006948203503,6.938268828208174
5330,Ukraine,2005,302.3616291,9831.412775,292.5302163,119.5508829,36.59440694,136.3506843,0.0,1.119118008,49.201,2.991,0.625,6.17,0.47581641303131816,-0.2041199826559248,0.7902851640332417,6.5619815944086355
5331,Uzbekistan,2005,140.6031593,27953.64105,112.6495183,4.346623363,14.69163613,93.61072743,0.0,0.0,61.151,2.737,1.128,4.286,0.43727479741012365,0.05230909964732344,0.6320521667058098,6.6216360637632565
5332,Former Soviet Union (if no detail),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
5333,Former Yugoslavia (if no detail),2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
5334,Algeria,2005,158.1703655,80125.63418,78.04473135,1.102835865,31.91299589,45.01634496,1.179724331,1.17351522,57.069,0.623,0.217,2.351,-0.2055119533408304,-0.6635402661514705,0.37125262912493934,5.002200409632638
5335,Angola,2005,32.04587308,24680.74454,7.365128545,0.0,4.789919763,1.248321138,0.339151336,0.567624259,18.849,0.096,0.054,0.307,-1.0177287669604316,-1.2676062401770316,-0.5128616245228135,2.7018033683397236
5336,Benin,2005,3.198588515,1.074873,3.197513642,0.0,2.730690209,0.0,0.0,0.031888919,25.588,0.356,0.133,0.329,-0.44855000202712486,-0.8761483590329142,-0.48280410205002566,3.692497536889935
5337,Botswana,2005,4.515113426,0.5815985,4.514531827,2.288327947,2.049410206,0.0,0.0,0.031888919,52.295,0.413,0.18,2.26,-0.384049948343599,-0.744727494896694,0.35410843914740087,4.7253309959071075
5338,Cameroon,2005,11.35931957,6336.599438,5.022720131,0.0,2.990649096,0.0,0.038308107,0.197711898,9.583,0.135,0.055,0.17,-0.8696662315049939,-1.2596373105057561,-0.769551078621726,2.601145379367524
5339,Congo,2005,10.32176062,9321.343586,1.000417038,0.0,0.814249076,0.045030647,0.0,0.108422625,18.554,0.107,0.057,0.23,-0.9706162223147904,-1.2441251443275085,-0.638272163982407,2.6469864693752942
5340,Côte d'Ivoire,2005,8.071607619,915.786499,7.15582112,0.0,2.908818996,2.946205091,0.355188092,0.280623088,14.432,0.193,0.082,0.306,-0.7144426909922262,-1.0861861476162833,-0.51427857351842,3.1850925878730707
5341,Dem. Rep. Congo,2005,8.571180898,2601.825041,5.969355857,0.0,1.30980196,0.0,0.0,0.507035162,1.836,0.062,0.034,0.023,-1.207608310501746,-1.4685210829577449,-1.6382721639824072,1.1855984425581019
5342,Egypt,2005,169.1238842,22789.71238,146.3341719,3.714049655,79.33551802,62.89572974,4.628542052,2.306922697,54.856,0.677,0.202,1.834,-0.16941133131485567,-0.6946486305533762,0.2633993313340023,4.89933936946577
5343,Equatorial Guinea,2005,12.28182722,9044.54,3.237287218,0.0,0.705266865,2.496642276,0.0,0.089289273,55.284,0.326,0.153,3.689,-0.48678239993206096,-0.8153085691824012,0.5669086552268034,4.764817686112341
5344,Eritrea,2005,0.6904528395,0.3197945,0.690133045,0.0,0.576848781,0.0,0.0,0.025511135,19.433,0.341,0.129,0.202,-0.4672456210075022,-0.889410289700751,-0.6946486305533762,3.4486954587383707
5345,Kingdom of Eswatini,2005,1.152894684,0.0,1.152894684,0.351106917,0.646791011,0.0,0.0,0.003189042,25.327,0.329,0.137,0.917,-0.48280410205002566,-0.8632794328435932,-0.03763066432997889,4.116285800776402
5346,Ethiopia,2005,13.62158455,2.180635,13.61940392,0.0,4.482599684,0.0,0.0,0.459201634,3.693,0.192,0.072,0.057,-0.7166987712964504,-1.1426675035687315,-1.2441251443275085,2.3965085808073097
5347,Gabon,2005,15.0231052,12850.96844,2.172136756,0.0,1.458798193,0.287518456,0.610129574,0.212968507,13.642,0.171,0.086,1.189,-0.7670038896078462,-1.0655015487564323,0.0751818546186916,3.742676416254413
5348,Ghana,2005,7.197917652,92.30908,7.105608572,0.0,6.417250042,0.0,0.118715607,0.395159045,25.72,0.243,0.083,0.28,-0.6143937264016879,-1.080921907623926,-0.5528419686577808,3.2518423973166053
5349,Kenya,2005,10.26157508,3.461555,10.25811353,0.356505877,7.384817655,0.0,0.217803486,1.715628344,11.395,0.174,0.069,0.213,-0.7594507517174003,-1.1611509092627446,-0.6716203965612623,2.907777942458593
5350,Libya,2005,106.1224849,61692.89598,44.42958897,0.0,35.11973,9.236515702,1.157470535,0.491090553,57.493,0.559,0.198,7.525,-0.25258819211357664,-0.7033348097384688,0.876506504265881,5.420583502413836
5351,Madagascar,2005,2.681080768,0.0,2.681080768,0.066080648,1.604891845,0.0,0.034948151,0.159873873,8.203,0.191,0.058,0.088,-0.7189666327522725,-1.2365720064370627,-1.0555173278498313,2.4889440329608337
5352,Mauritius,2005,0.0,0.0,3.012106632,0.892973449,2.096875677,0.0,0.604282957,0.730258196,60.898,0.371,0.179,2.412,-0.43062609038495414,-0.7471469690201068,0.38237730346811366,4.704604244063052
5353,Morocco,2005,40.47252329,42.194455,40.43032884,12.51059708,25.97086585,0.880698252,0.428505033,1.17351522,63.883,0.553,0.226,1.294,-0.2572748686953017,-0.645891560852599,0.11193427633268159,4.708767846784781
5354,Mozambique,2005,4.286870264,419.4624218,3.867407842,0.0,1.496359151,0.041948708,0.009625565,0.140311544,4.198,0.193,0.088,0.075,-0.7144426909922262,-1.0555173278498313,-1.1249387366083,2.6051012445496426
5355,Namibia,2005,2.637713768,0.7521758,2.636961592,0.043147548,2.532118297,0.0,0.0,0.032499581,43.745,0.338,0.156,1.287,-0.47108329972234525,-0.8068754016455384,0.10957854690438666,4.331619845536503
5356,Niger,2005,1.260493879,0.2492,1.260244679,0.21010779,0.538182237,0.0,0.0,0.035077961,10.142,0.131,0.056,0.053,-0.8827287043442357,-1.2518119729937995,-1.275724130399211,2.0897351922627534
5357,Nigeria,2005,211.6234959,126210.6821,85.41281374,0.803982555,38.83340015,18.69378692,1.28803193,0.711124844,12.936,0.216,0.109,0.409,-0.6655462488490691,-0.9625735020593764,-0.38827669199265824,3.4836035570988964
5358,Rwanda,2005,1.33194657,0.0,1.33194657,0.0,0.688891942,0.0,0.0,0.061511413,5.086,0.168,0.07,0.075,-0.7746907182741372,-1.154901959985743,-1.1249387366083,2.44546858513182
5359,Senegal,2005,4.891453543,6.2231725,4.88523037,0.375396833,4.256870487,0.033608584,0.364598739,0.748084259,39.907,0.368,0.151,0.422,-0.43415218132648237,-0.8210230527068306,-0.37468754903832613,3.8701372169283608
5360,South Africa,2005,408.9988432,31339.88506,377.6589581,317.5555485,58.57789264,0.0,8.608602438,2.181313062,75.64,1.392,0.636,7.595,0.14363923527454328,-0.19654288435158612,0.8805277781988051,6.327624129121762
5361,S. Sudan,2005,2.8339225,2833.9225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
5362,Sudan,2005,14.71168113,2733.20453,11.9784766,0.0,10.05686143,0.0,0.048127823,0.31889009,15.614,0.125,0.062,0.267,-0.9030899869919435,-1.207608310501746,-0.5734887386354247,2.815812963870886
5363,Tanzania,2005,9.804407513,101.638825,9.702768688,0.171996212,4.468259597,0.785987447,0.143225048,0.162528273,7.667,0.209,0.084,0.136,-0.679853713888946,-1.0757207139381184,-0.8664610916297825,2.8779644805431532
5364,Togo,2005,1.32749173,0.4929745,1.326998755,0.0,0.981493148,0.0,0.009625565,0.153067112,9.709,0.272,0.111,0.169,-0.5654310959658012,-0.9546770212133425,-0.7721132953863264,3.2077785874345297
5365,Tunisia,2005,22.42022896,2506.451143,19.91377782,0.0,11.82875426,7.781044148,0.05393335,0.659940023,55.931,0.578,0.219,1.875,-0.23807216157947098,-0.6595558851598816,0.27300127206373764,4.875373225324385
5366,Uganda,2005,4.336451835,0.0,4.336451835,0.0,1.888053563,0.0,0.0,0.114800408,4.05,0.122,0.042,0.067,-0.9136401693252518,-1.3767507096020994,-1.1739251972991736,2.035683923773475
5367,Zambia,2005,0.0,0.0,3.512740787,0.327501594,1.833328006,0.0,0.0,0.173614787,6.854,0.195,0.076,0.183,-0.7099653886374819,-1.1191864077192086,-0.7375489102695706,2.933299293373739
5368,Zimbabwe,2005,0.0,0.0,12.49235154,8.245044388,2.096320157,0.0,0.0,0.025458306,25.367,0.726,0.391,0.836,-0.1390633792999063,-0.40782324260413316,-0.07779372256098363,4.875319655534977
5369,Other Africa,2005,0.0,0.0,27.27280277,2.841045708,14.17917782,0.0,1.022659344,1.309421114,10.684,0.295,0.117,0.168,-0.530177984021837,-0.9318141382538383,-0.7746907182741372,3.2633171594501875
5370,Bangladesh,2005,37.84174281,2807.287213,35.0344556,1.917854779,11.09382413,19.08680099,0.183577418,0.768524899,32.92,0.25,0.087,0.226,-0.6020599913279624,-1.0604807473813815,-0.645891560852599,3.191567700438057
5371,Brunei Darussalam,2005,6.733556259,1879.353398,4.854202862,0.0,1.318472043,3.535730819,0.273810161,0.248734169,51.928,0.384,0.191,13.142,-0.4156687756324692,-0.7189666327522725,1.1186614628544966,5.484026054469755
5372,Cambodia,2005,0.0,0.0,3.44743393,0.0,2.712274948,0.0,0.0,0.043057899,16.491,0.288,0.099,0.201,-0.5406075122407692,-1.00436480540245,-0.6968039425795111,3.2582237397772698
5373,DPR of Korea,2005,0.0,0.0,76.21292233,73.17103153,2.910084548,0.0,0.0,0.0,84.34,2.505,0.693,3.126,0.3988077302032645,-0.1592667653881933,0.4949889736831681,6.234529938498239
5374,India,2005,1180.336963,59344.14025,1120.992823,714.4110777,313.123963,55.71504378,3.088502066,6.627050864,52.276,1.036,0.311,0.931,0.015359755409214231,-0.5072396109731625,-0.031050319018657353,4.977069825417394
5375,Indonesia,2005,402.18988,65726.36165,336.4635183,87.84189519,181.5951602,50.9520253,0.428984397,2.340652657,42.409,0.648,0.211,1.388,-0.18842499412940666,-0.6757175447023074,0.14238946611883607,4.778246927287122
5376,Laos,2005,0.0,0.0,1.636403703,0.126831905,1.054757174,0.0,0.0,0.118829743,14.514,0.171,0.059,0.198,-0.7670038896078462,-1.2291479883578558,-0.7033348097384688,2.8005133122958292
